R,b,Fij
5.402010050251256,16.959798994974875,0.22493587464709638
5.402010050251256,17.185929648241206,0.22531837385576847
5.402010050251256,17.412060301507537,0.22568372417131347
5.402010050251256,17.63819095477387,0.2260322116910575
5.402010050251256,17.8643216080402,0.22636411129229175
5.402010050251256,18.090452261306535,0.22667968654301035
5.402010050251256,18.316582914572866,0.22697918962978633
5.402010050251256,18.542713567839197,0.22726286130081105
5.402010050251256,18.768844221105528,0.22753093082250941
5.402010050251256,18.99497487437186,0.2277836159477874
5.402010050251256,19.22110552763819,0.22802112289467208
5.402010050251256,19.44723618090452,0.2282436463337172
5.402010050251256,19.673366834170857,0.22845136938287933
5.402010050251256,19.899497487437188,0.22864446360856835
5.402010050251256,20.12562814070352,0.22882308903195406
5.402010050251256,20.35175879396985,0.22898739413918678
5.402010050251256,20.57788944723618,0.2291375158945638
5.402010050251256,20.804020100502512,0.22927357975625937
5.402010050251256,21.030150753768844,0.22939569969301246
5.402010050251256,21.256281407035175,0.22950397820178725
5.402010050251256,21.48241206030151,0.2295985063252687
5.402010050251256,21.70854271356784,0.22967936366904293
5.402010050251256,21.934673366834172,0.2297466184173125
5.402010050251256,22.160804020100503,0.2298003273476493
5.402010050251256,22.386934673366834,0.22984053584337746
5.402010050251256,22.613065326633166,0.22986727790420075
5.402010050251256,22.839195979899497,0.22988057615411941
5.402010050251256,23.06532663316583,0.22988044184693682
5.402010050251256,23.291457286432163,0.22986687486897175
5.402010050251256,23.517587939698494,0.22983986373905232
5.402010050251256,23.743718592964825,0.22979938560573168
5.402010050251256,23.969849246231156,0.22974540624173467
5.402010050251256,24.195979899497488,0.2296778800359494
5.402010050251256,24.42211055276382,0.22959674998285054
5.402010050251256,24.64824120603015,0.22950194766986373
5.402010050251256,24.874371859296485,0.22939339326289718
5.402010050251256,25.100502512562816,0.22927099549030872
5.402010050251256,25.326633165829147,0.22913465162587945
5.402010050251256,25.55276381909548,0.22898424747125315
5.402010050251256,25.77889447236181,0.22881965733834037
5.402010050251256,26.00502512562814,0.2286407440324617
5.402010050251256,26.231155778894472,0.22844735883697068
5.402010050251256,26.457286432160807,0.22823934149984848
5.402010050251256,26.683417085427138,0.22801652022372246
5.402010050251256,26.90954773869347,0.22777871165951663
5.402010050251256,27.1356783919598,0.227525720905689
5.402010050251256,27.36180904522613,0.22725734151340973
5.402010050251256,27.587939698492463,0.22697335549918485
5.402010050251256,27.814070351758794,0.22667353336665602
5.402010050251256,28.040201005025125,0.2263576341383869
5.402010050251256,28.26633165829146,0.2260254053995544
5.402010050251256,28.49246231155779,0.2256765833552424
5.402010050251256,28.718592964824122,0.22531089290279496
5.402010050251256,28.944723618090453,0.22492804772154795
5.402010050251256,29.170854271356784,0.22452775038148717
5.402010050251256,29.396984924623116,0.22410969247334978
5.402010050251256,29.623115577889447,0.22367355476217443
5.402010050251256,29.84924623115578,0.22321900736671996
5.402010050251256,30.075376884422113,0.2227457099673185
5.402010050251256,30.301507537688444,0.22225331204462606
5.402010050251256,30.527638190954775,0.22174145315223542
5.402010050251256,30.753768844221106,0.22120976322565059
5.402010050251256,30.979899497487438,0.22065786293096415
5.402010050251256,31.20603015075377,0.2200853640560241
5.402010050251256,31.4321608040201,0.21949186994722872
5.402010050251256,31.658291457286435,0.21887697599561182
5.402010050251256,31.884422110552766,0.21824027017479203
5.402010050251256,32.11055276381909,0.2175813336349145
5.402010050251256,32.336683417085425,0.21689974135537463
5.402010050251256,32.56281407035176,0.21619506286031323
5.402010050251256,32.788944723618094,0.21546686299963946
5.402010050251256,33.015075376884425,0.2147147027995814
