h,k,d,F
47.9591836734694,-11.224489795918366,10,2.276547592734749e-06
47.9591836734694,-11.224489795918366,15,2.06294948669866e-06
47.9591836734694,-11.224489795918366,20,1.8964491016544334e-06
47.9591836734694,-11.224489795918366,25,1.7497227025295516e-06
47.9591836734694,-11.224489795918366,30,1.6162511409190963e-06
47.9591836734694,-11.224489795918366,35,1.4940802501501918e-06
47.9591836734694,-11.224489795918366,40,1.3822553141434914e-06
47.9591836734694,-11.224489795918366,45,1.2800024986082948e-06
47.9591836734694,-11.224489795918366,50,1.186569684080867e-06
47.9591836734694,-11.224489795918366,55,1.1012177253490961e-06
47.9591836734694,-11.224489795918366,60,1.0232366517311958e-06
47.9591836734694,-11.224489795918366,65,9.519591028142445e-07
47.9591836734694,-11.224489795918366,70,8.867673758000898e-07
47.9591836734694,-11.224489795918366,75,8.270955193359673e-07
47.9591836734694,-11.224489795918366,80,7.724283446481817e-07
50.0,-11.224489795918366,10,1.8878360204167732e-06
50.0,-11.224489795918366,15,1.8059424169566986e-06
50.0,-11.224489795918366,20,1.7087979886942623e-06
50.0,-11.224489795918366,25,1.6052957066950602e-06
50.0,-11.224489795918366,30,1.5014365571216147e-06
50.0,-11.224489795918366,35,1.4007811537169938e-06
50.0,-11.224489795918366,40,1.3052214622771443e-06
50.0,-11.224489795918366,45,1.21562111357668e-06
50.0,-11.224489795918366,50,1.1322445796788645e-06
50.0,-11.224489795918366,55,1.0550203128565359e-06
50.0,-11.224489795918366,60,9.836961797855168e-07
50.0,-11.224489795918366,65,9.17929942243752e-07
50.0,-11.224489795918366,70,8.573415366033466e-07
50.0,-11.224489795918366,75,8.015429873404505e-07
50.0,-11.224489795918366,80,7.501551882432995e-07
-50.0,-9.183673469387756,10,1.8927951247134345e-06
-50.0,-9.183673469387756,15,1.814941854583973e-06
-50.0,-9.183673469387756,20,1.7210316106566983e-06
-50.0,-9.183673469387756,25,1.6194233552585543e-06
-50.0,-9.183673469387756,30,1.5161920086641037e-06
-50.0,-9.183673469387756,35,1.4152319787390485e-06
-50.0,-9.183673469387756,40,1.3187922525599638e-06
-50.0,-9.183673469387756,45,1.2280190060048813e-06
-50.0,-9.183673469387756,50,1.1433684780503918e-06
-50.0,-9.183673469387756,55,1.0648857680694578e-06
-50.0,-9.183673469387756,60,9.92382350357757e-07
-50.0,-9.183673469387756,65,9.255454729289574e-07
-50.0,-9.183673469387756,70,8.640040970870197e-07
-50.0,-9.183673469387756,75,8.07367830290436e-07
-50.0,-9.183673469387756,80,7.552493252672364e-07
-47.95918367346939,-9.183673469387756,10,2.2819634785155337e-06
-47.95918367346939,-9.183673469387756,15,2.072736934949072e-06
-47.95918367346939,-9.183673469387756,20,1.9096895935616552e-06
-47.95918367346939,-9.183673469387756,25,1.7649363090113758e-06
-47.95918367346939,-9.183673469387756,30,1.6320628725891478e-06
-47.95918367346939,-9.183673469387756,35,1.509493878122466e-06
-47.95918367346939,-9.183673469387756,40,1.396668209178708e-06
-47.95918367346939,-9.183673469387756,45,1.2931178838131005e-06
-47.95918367346939,-9.183673469387756,50,1.198294976588702e-06
-47.95918367346939,-9.183673469387756,55,1.1115823097869637e-06
-47.95918367346939,-9.183673469387756,60,1.0323347919282295e-06
-47.95918367346939,-9.183673469387756,65,9.599137787558076e-07
-47.95918367346939,-9.183673469387756,70,8.937089549321944e-07
-47.95918367346939,-9.183673469387756,75,8.331500769650929e-07
-47.95918367346939,-9.183673469387756,80,7.77711909918163e-07
-45.91836734693877,-9.183673469387756,10,2.627908266061357e-06
-45.91836734693877,-9.183673469387756,15,2.3166807471481587e-06
-45.91836734693877,-9.183673469387756,20,2.092334614748849e-06
-45.91836734693877,-9.183673469387756,25,1.9073163050527084e-06
-45.91836734693877,-9.183673469387756,30,1.7460799020484683e-06
-45.91836734693877,-9.183673469387756,35,1.6025432287096038e-06
-45.91836734693877,-9.183673469387756,40,1.4736807587619608e-06
-45.91836734693877,-9.183673469387756,45,1.3575553606124273e-06
-45.91836734693877,-9.183673469387756,50,1.2526830220855543e-06
-45.91836734693877,-9.183673469387756,55,1.157818994019416e-06
-45.91836734693877,-9.183673469387756,60,1.07188039436253e-06
-45.91836734693877,-9.183673469387756,65,9.939132666106127e-07
-45.91836734693877,-9.183673469387756,70,9.230741328402954e-07
-45.91836734693877,-9.183673469387756,75,8.586164731840918e-07
-45.91836734693877,-9.183673469387756,80,7.998792533167324e-07
-43.87755102040816,-9.183673469387756,10,2.9077653392414667e-06
-43.87755102040816,-9.183673469387756,15,2.5363090465995763e-06
-43.87755102040816,-9.183673469387756,20,2.263870612294403e-06
-43.87755102040816,-9.183673469387756,25,2.0437986838054206e-06
-43.87755102040816,-9.183673469387756,30,1.8566080895090026e-06
-43.87755102040816,-9.183673469387756,35,1.693346768732874e-06
-43.87755102040816,-9.183673469387756,40,1.549141926963117e-06
-43.87755102040816,-9.183673469387756,45,1.420853580642751e-06
-43.87755102040816,-9.183673469387756,50,1.30618887207468e-06
-43.87755102040816,-9.183673469387756,55,1.2033411697797156e-06
-43.87755102040816,-9.183673469387756,60,1.1108257595494279e-06
-43.87755102040816,-9.183673469387756,65,1.0273939385179299e-06
-43.87755102040816,-9.183673469387756,70,9.519812131712376e-07
-43.87755102040816,-9.183673469387756,75,8.836721290241057e-07
-43.87755102040816,-9.183673469387756,80,8.216743620101006e-07
-41.83673469387755,-9.183673469387756,10,3.1208575253286996e-06
-41.83673469387755,-9.183673469387756,15,2.7261570163752824e-06
-41.83673469387755,-9.183673469387756,20,2.4206594298655026e-06
-41.83673469387755,-9.183673469387756,25,2.172143900190407e-06
-41.83673469387755,-9.183673469387756,30,1.962232843374804e-06
-41.83673469387755,-9.183673469387756,35,1.7809745788038096e-06
-41.83673469387755,-9.183673469387756,40,1.6224162661084006e-06
-41.83673469387755,-9.183673469387756,45,1.4825630147376154e-06
-41.83673469387755,-9.183673469387756,50,1.3584847367155255e-06
-41.83673469387755,-9.183673469387756,55,1.2479034588158848e-06
-41.83673469387755,-9.183673469387756,60,1.1489830063021717e-06
-41.83673469387755,-9.183673469387756,65,1.0602091384638072e-06
-41.83673469387755,-9.183673469387756,70,9.803138350303302e-07
-41.83673469387755,-9.183673469387756,75,9.082234423054657e-07
-41.83673469387755,-9.183673469387756,80,8.430210673173782e-07
-39.79591836734694,-9.183673469387756,10,3.278289809647555e-06
-39.79591836734694,-9.183673469387756,15,2.8853717961997796e-06
-39.79591836734694,-9.183673469387756,20,2.56070823312564e-06
-39.79591836734694,-9.183673469387756,25,2.2907660233535154e-06
-39.79591836734694,-9.183673469387756,30,2.061829518116792e-06
-39.79591836734694,-9.183673469387756,35,1.8646375344720833e-06
-39.79591836734694,-9.183673469387756,40,1.6929417154289544e-06
-39.79591836734694,-9.183673469387756,45,1.542274544052932e-06
-39.79591836734694,-9.183673469387756,50,1.4092660465601106e-06
-39.79591836734694,-9.183673469387756,55,1.291274280004926e-06
-39.79591836734694,-9.183673469387756,60,1.1861726771039914e-06
-39.79591836734694,-9.183673469387756,65,1.0922174751055904e-06
-39.79591836734694,-9.183673469387756,70,1.0079590012386043e-06
-39.79591836734694,-9.183673469387756,75,9.321790101127397e-07
-39.79591836734694,-9.183673469387756,80,8.63844676579797e-07
-37.755102040816325,-9.183673469387756,10,3.393562743942792e-06
-37.755102040816325,-9.183673469387756,15,3.0162014511218485e-06
-37.755102040816325,-9.183673469387756,20,2.6835028099882475e-06
-37.755102040816325,-9.183673469387756,25,2.398751775953688e-06
-37.755102040816325,-9.183673469387756,30,2.154595285892724e-06
-37.755102040816325,-9.183673469387756,35,1.943710285304536e-06
-37.755102040816325,-9.183673469387756,40,1.7602443350095421e-06
-37.755102040816325,-9.183673469387756,45,1.5996287313813641e-06
-37.755102040816325,-9.183673469387756,50,1.4582573387083532e-06
-37.755102040816325,-9.183673469387756,55,1.3332396557425707e-06
-37.755102040816325,-9.183673469387756,60,1.222226254052854e-06
-37.755102040816325,-9.183673469387756,65,1.123284523666524e-06
-37.755102040816325,-9.183673469387756,70,1.0348082567908782e-06
-37.755102040816325,-9.183673469387756,75,9.55450463811933e-07
-37.755102040816325,-9.183673469387756,80,8.840725780997305e-07
-35.714285714285715,-9.183673469387756,10,3.4782657409584542e-06
-35.714285714285715,-9.183673469387756,15,3.1224004105254746e-06
-35.714285714285715,-9.183673469387756,20,2.7896409570237247e-06
-35.714285714285715,-9.183673469387756,25,2.49579195495411e-06
-35.714285714285715,-9.183673469387756,30,2.240045528413382e-06
-35.714285714285715,-9.183673469387756,35,2.017739262149682e-06
-35.714285714285715,-9.183673469387756,40,1.8239463151806247e-06
-35.714285714285715,-9.183673469387756,45,1.6543218791142171e-06
-35.714285714285715,-9.183673469387756,50,1.505216519173414e-06
-35.714285714285715,-9.183673469387756,55,1.3736061570002046e-06
-35.714285714285715,-9.183673469387756,60,1.2569881987490323e-06
-35.714285714285715,-9.183673469387756,65,1.1532842555934988e-06
-35.714285714285715,-9.183673469387756,70,1.060758707263382e-06
-35.714285714285715,-9.183673469387756,75,9.779532078663607e-07
-35.714285714285715,-9.183673469387756,80,9.036347872411883e-07
-33.673469387755105,-9.183673469387756,10,3.541126712805715e-06
-33.673469387755105,-9.183673469387756,15,3.2080828660108413e-06
-33.673469387755105,-9.183673469387756,20,2.8804226327004475e-06
-33.673469387755105,-9.183673469387756,25,2.5820609075789262e-06
-33.673469387755105,-9.183673469387756,30,2.3179826489736566e-06
-33.673469387755105,-9.183673469387756,35,2.0864373430511147e-06
-33.673469387755105,-9.183673469387756,40,1.8837674786416542e-06
-33.673469387755105,-9.183673469387756,45,1.7061088036060929e-06
-33.673469387755105,-9.183673469387756,50,1.5499374017320612e-06
-33.673469387755105,-9.183673469387756,55,1.412202908712744e-06
-33.673469387755105,-9.183673469387756,60,1.2903174621352525e-06
-33.673469387755105,-9.183673469387756,65,1.1821001603363913e-06
-33.673469387755105,-9.183673469387756,70,1.085713853935825e-06
-33.673469387755105,-9.183673469387756,75,9.996070472991015e-07
-33.673469387755105,-9.183673469387756,80,9.224644237359626e-07
-31.632653061224488,-9.183673469387756,10,3.588369008584809e-06
-31.632653061224488,-9.183673469387756,15,3.277087154042204e-06
-31.632653061224488,-9.183673469387756,20,2.9574978318009704e-06
-31.632653061224488,-9.183673469387756,25,2.6580790073848212e-06
-31.632653061224488,-9.183673469387756,30,2.388447732918732e-06
-31.632653061224488,-9.183673469387756,35,2.1496682208005044e-06
-31.632653061224488,-9.183673469387756,40,1.9395211430839837e-06
-31.632653061224488,-9.183673469387756,45,1.754802549492316e-06
-31.632653061224488,-9.183673469387756,50,1.5922505593970646e-06
-31.632653061224488,-9.183673469387756,55,1.4488826423410326e-06
-31.632653061224488,-9.183673469387756,60,1.3220884428327727e-06
-31.632653061224488,-9.183673469387756,65,1.209626040490128e-06
-31.632653061224488,-9.183673469387756,70,1.1095842314849863e-06
-31.632653061224488,-9.183673469387756,75,1.0203366937058268e-06
-31.632653061224488,-9.183673469387756,80,9.404981131281639e-07
-29.591836734693878,-9.183673469387756,10,3.624343611211408e-06
-29.591836734693878,-9.183673469387756,15,3.3327116403328265e-06
-29.591836734693878,-9.183673469387756,20,3.022611290960996e-06
-29.591836734693878,-9.183673469387756,25,2.724583637786431e-06
-29.591836734693878,-9.183673469387756,30,2.4516651389889077e-06
-29.591836734693878,-9.183673469387756,35,2.2074240936709957e-06
-29.591836734693878,-9.183673469387756,40,1.9911056206214096e-06
-29.591836734693878,-9.183673469387756,45,1.8002714895066334e-06
-29.591836734693878,-9.183673469387756,50,1.6320226389896385e-06
-29.591836734693878,-9.183673469387756,55,1.4835218413507229e-06
-29.591836734693878,-9.183673469387756,60,1.3521914034465683e-06
-29.591836734693878,-9.183673469387756,65,1.2357664782069433e-06
-29.591836734693878,-9.183673469387756,70,1.1322878433355356e-06
-29.591836734693878,-9.183673469387756,75,1.0400721449653238e-06
-29.591836734693878,-9.183673469387756,80,9.57676308351445e-07
-27.551020408163264,-9.183673469387756,10,3.6520853281837234e-06
-27.551020408163264,-9.183673469387756,15,3.37766353019508e-06
-27.551020408163264,-9.183673469387756,20,3.0774418201740844e-06
-27.551020408163264,-9.183673469387756,25,2.782422605648465e-06
-27.551020408163264,-9.183673469387756,30,2.507987950320204e-06
-27.551020408163264,-9.183673469387756,35,2.259800162751632e-06
-27.551020408163264,-9.183673469387756,40,2.038492785908291e-06
-27.551020408163264,-9.183673469387756,45,1.8424343892730286e-06
-27.551020408163264,-9.183673469387756,50,1.6691543725584638e-06
-27.551020408163264,-9.183673469387756,55,1.5160200731443923e-06
-27.551020408163264,-9.183673469387756,60,1.3805323812619564e-06
-27.551020408163264,-9.183673469387756,65,1.2604369860644467e-06
-27.551020408163264,-9.183673469387756,70,1.1537503985324785e-06
-27.551020408163264,-9.183673469387756,75,1.0587489389353526e-06
-27.551020408163264,-9.183673469387756,80,9.739435304798196e-07
-25.51020408163265,-9.183673469387756,10,3.673724350695089e-06
-25.51020408163265,-9.183673469387756,15,3.414107649204843e-06
-25.51020408163265,-9.183673469387756,20,3.123515760468545e-06
-25.51020408163265,-9.183673469387756,25,2.8324743789915033e-06
-25.51020408163265,-9.183673469387756,30,2.5578494152172323e-06
-25.51020408163265,-9.183673469387756,35,2.3069688095403942e-06
-25.51020408163265,-9.183673469387756,40,2.0817150875180247e-06
-25.51020408163265,-9.183673469387756,45,1.8812540637349925e-06
-25.51020408163265,-9.183673469387756,50,1.7035775680773786e-06
-25.51020408163265,-9.183673469387756,55,1.5462986349145057e-06
-25.51020408163265,-9.183673469387756,60,1.4070326510889166e-06
-25.51020408163265,-9.183673469387756,65,1.2835638685512491e-06
-25.51020408163265,-9.183673469387756,70,1.1739053618440092e-06
-25.51020408163265,-9.183673469387756,75,1.0763082861636914e-06
-25.51020408163265,-9.183673469387756,80,9.892485305956552e-07
-23.46938775510204,-9.183673469387756,10,3.6907715489171122e-06
-23.46938775510204,-9.183673469387756,15,3.443750361263107e-06
-23.46938775510204,-9.183673469387756,20,3.1621709599516e-06
-23.46938775510204,-9.183673469387756,25,2.8755935128719724e-06
-23.46938775510204,-9.183673469387756,30,2.6017229140823476e-06
-23.46938775510204,-9.183673469387756,35,2.349155509515362e-06
-23.46938775510204,-9.183673469387756,40,2.1208521743378982e-06
-23.46938775510204,-9.183673469387756,45,1.9167302267512936e-06
-23.46938775510204,-9.183673469387756,50,1.7352513776758866e-06
-23.46938775510204,-9.183673469387756,55,1.5742986602627862e-06
-23.46938775510204,-9.183673469387756,60,1.4316278129077208e-06
-23.46938775510204,-9.183673469387756,65,1.3050838304360217e-06
-23.46938775510204,-9.183673469387756,70,1.1926938353352177e-06
-23.46938775510204,-9.183673469387756,75,1.092697090805372e-06
-23.46938775510204,-9.183673469387756,80,1.0035443773471261e-06
-21.428571428571427,-9.183673469387756,10,3.7043114478697444e-06
-21.428571428571427,-9.183673469387756,15,3.4679267945796855e-06
-21.428571428571427,-9.183673469387756,20,3.194551523105615e-06
-21.428571428571427,-9.183673469387756,25,2.9125767604208757e-06
-21.428571428571427,-9.183673469387756,30,2.640091026899125e-06
-21.428571428571427,-9.183673469387756,35,2.3866177206235455e-06
-21.428571428571427,-9.183673469387756,40,2.156018032215043e-06
-21.428571428571427,-9.183673469387756,45,1.9488920592800064e-06
-21.428571428571427,-9.183673469387756,50,1.7641581302002597e-06
-21.428571428571427,-9.183673469387756,55,1.5999788393086035e-06
-21.428571428571427,-9.183673469387756,60,1.4542665853351254e-06
-21.428571428571427,-9.183673469387756,65,1.3249433752522857e-06
-21.428571428571427,-9.183673469387756,70,1.2100642946758727e-06
-21.428571428571427,-9.183673469387756,75,1.1078678723421633e-06
-21.428571428571427,-9.183673469387756,80,1.0167884770092125e-06
-19.387755102040817,-9.183673469387756,10,3.7151320046551637e-06
-19.387755102040817,-9.183673469387756,15,3.4876782618284684e-06
-19.387755102040817,-9.183673469387756,20,3.221619220460399e-06
-19.387755102040817,-9.183673469387756,25,2.9441446558976955e-06
-19.387755102040817,-9.183673469387756,30,2.673423032203403e-06
-19.387755102040817,-9.183673469387756,35,2.419627297886483e-06
-19.387755102040817,-9.183673469387756,40,2.187349236174819e-06
-19.387755102040817,-9.183673469387756,45,1.977790917068914e-06
-19.387755102040817,-9.183673469387756,50,1.7902989837236171e-06
-19.387755102040817,-9.183673469387756,55,1.6233128996805203e-06
-19.387755102040817,-9.183673469387756,60,1.4749093883781947e-06
-19.387755102040817,-9.183673469387756,65,1.3430980410151247e-06
-19.387755102040817,-9.183673469387756,70,1.2259722068647588e-06
-19.387755102040817,-9.183673469387756,75,1.1217786032677753e-06
-19.387755102040817,-9.183673469387756,80,1.0289425346728994e-06
-17.346938775510203,-9.183673469387756,10,3.7238121884858064e-06
-17.346938775510203,-9.183673469387756,15,3.5038161049975666e-06
-17.346938775510203,-9.183673469387756,20,3.2441724643198242e-06
-17.346938775510203,-9.183673469387756,25,2.9709338166381238e-06
-17.346938775510203,-9.183673469387756,30,2.702159535758032e-06
-17.346938775510203,-9.183673469387756,35,2.4484564790725053e-06
-17.346938775510203,-9.183673469387756,40,2.214994661790832e-06
-17.346938775510203,-9.183673469387756,45,2.003493485629087e-06
-17.346938775510203,-9.183673469387756,50,1.8136896106975656e-06
-17.346938775510203,-9.183673469387756,55,1.6442869821965907e-06
-17.346938775510203,-9.183673469387756,60,1.4935267964205535e-06
-17.346938775510203,-9.183673469387756,65,1.359511521378957e-06
-17.346938775510203,-9.183673469387756,70,1.2403795579241658e-06
-17.346938775510203,-9.183673469387756,75,1.1343924796208527e-06
-17.346938775510203,-9.183673469387756,80,1.0399724665129876e-06
-15.306122448979593,-9.183673469387756,10,3.7307815579037742e-06
-15.306122448979593,-9.183673469387756,15,3.516972314614224e-06
-15.306122448979593,-9.183673469387756,20,3.2628674651630227e-06
-15.306122448979593,-9.183673469387756,25,2.9934961370028482e-06
-15.306122448979593,-9.183673469387756,30,2.726702727726951e-06
-15.306122448979593,-9.183673469387756,35,2.473367160806341e-06
-15.306122448979593,-9.183673469387756,40,2.2391067880361835e-06
-15.306122448979593,-9.183673469387756,45,2.026075583206985e-06
-15.306122448979593,-9.183673469387756,50,1.834356080957635e-06
-15.306122448979593,-9.183673469387756,55,1.6628970262789015e-06
-15.306122448979593,-9.183673469387756,60,1.5100979361523402e-06
-15.306122448979593,-9.183673469387756,65,1.3741547191940822e-06
-15.306122448979593,-9.183673469387756,70,1.253254319595027e-06
-15.306122448979593,-9.183673469387756,75,1.1456776421373344e-06
-15.306122448979593,-9.183673469387756,80,1.0498482739294187e-06
-13.265306122448976,-9.183673469387756,10,3.736361187804873e-06
-13.265306122448976,-9.183673469387756,15,3.527638768134776e-06
-13.265306122448976,-9.183673469387756,20,3.2782386455999133e-06
-13.265306122448976,-9.183673469387756,25,3.012302032894429e-06
-13.265306122448976,-9.183673469387756,30,2.747410830103789e-06
-13.265306122448976,-9.183673469387756,35,2.494603009702295e-06
-13.265306122448976,-9.183673469387756,40,2.259834570094797e-06
-13.265306122448976,-9.183673469387756,45,2.0456167207330567e-06
-13.265306122448976,-9.183673469387756,50,1.8523310613831424e-06
-13.265306122448976,-9.183673469387756,55,1.6791462590355986e-06
-13.265306122448976,-9.183673469387756,60,1.524608895495817e-06
-13.265306122448976,-9.183673469387756,65,1.3870047763660775e-06
-13.265306122448976,-9.183673469387756,70,1.2645698833397824e-06
-13.265306122448976,-9.183673469387756,75,1.1556068659319218e-06
-13.265306122448976,-9.183673469387756,80,1.05854389073379e-06
-11.224489795918366,-9.183673469387756,10,3.740792061936116e-06
-11.224489795918366,-9.183673469387756,15,3.536197227175606e-06
-11.224489795918366,-9.183673469387756,20,3.2907169028317247e-06
-11.224489795918366,-9.183673469387756,25,3.027745750757028e-06
-11.224489795918366,-9.183673469387756,30,2.764595489865578e-06
-11.224489795918366,-9.183673469387756,35,2.5123838892176127e-06
-11.224489795918366,-9.183673469387756,40,2.2773177607066917e-06
-11.224489795918366,-9.183673469387756,45,2.062195455655724e-06
-11.224489795918366,-9.183673469387756,50,1.867650409605083e-06
-11.224489795918366,-9.183673469387756,55,1.6930428608152342e-06
-11.224489795918366,-9.183673469387756,60,1.5370511996477417e-06
-11.224489795918366,-9.183673469387756,65,1.3980441196314898e-06
-11.224489795918366,-9.183673469387756,70,1.2743044883012127e-06
-11.224489795918366,-9.183673469387756,75,1.1641572361067233e-06
-11.224489795918366,-9.183673469387756,80,1.0660370145056772e-06
-9.183673469387756,-9.183673469387756,10,3.744254934084452e-06
-9.183673469387756,-9.183673469387756,15,3.542942042728077e-06
-9.183673469387756,-9.183673469387756,20,3.3006451807603796e-06
-9.183673469387756,-9.183673469387756,25,3.040151421058618e-06
-9.183673469387756,-9.183673469387756,30,2.7785211107584658e-06
-9.183673469387756,-9.183673469387756,35,2.52690209174971e-06
-9.183673469387756,-9.183673469387756,40,2.2916825037906923e-06
-9.183673469387756,-9.183673469387756,45,2.07588552489857e-06
-9.183673469387756,-9.183673469387756,50,1.8803502049897508e-06
-9.183673469387756,-9.183673469387756,55,1.704597860578798e-06
-9.183673469387756,-9.183673469387756,60,1.5474204001928955e-06
-9.183673469387756,-9.183673469387756,65,1.4072595568394405e-06
-9.183673469387756,-9.183673469387756,70,1.2824406675042987e-06
-9.183673469387756,-9.183673469387756,75,1.1713098256405152e-06
-9.183673469387756,-9.183673469387756,80,1.0723089328114735e-06
-7.142857142857139,-9.183673469387756,10,3.7468842910946965e-06
-7.142857142857139,-9.183673469387756,15,3.548097174768188e-06
-7.142857142857139,-9.183673469387756,20,3.30829127614243e-06
-7.142857142857139,-9.183673469387756,25,3.04977901912416e-06
-7.142857142857139,-9.183673469387756,30,2.7894053478360177e-06
-7.142857142857139,-9.183673469387756,35,2.5383199161916846e-06
-7.142857142857139,-9.183673469387756,40,2.3030380036230174e-06
-7.142857142857139,-9.183673469387756,45,2.086752709202565e-06
-7.142857142857139,-9.183673469387756,50,1.8904642340695037e-06
-7.142857142857139,-9.183673469387756,55,1.7138232977466449e-06
-7.142857142857139,-9.183673469387756,60,1.5557148135604593e-06
-7.142857142857139,-9.183673469387756,65,1.414641453022557e-06
-7.142857142857139,-9.183673469387756,70,1.2889647337720247e-06
-7.142857142857139,-9.183673469387756,75,1.1770493904399205e-06
-7.142857142857139,-9.183673469387756,80,1.0773443542323043e-06
-5.102040816326529,-9.183673469387756,10,3.7487781587389716e-06
-5.102040816326529,-9.183673469387756,15,3.5518287797060904e-06
-5.102040816326529,-9.183673469387756,20,3.3138580225196705e-06
-5.102040816326529,-9.183673469387756,25,3.0568297275521304e-06
-5.102040816326529,-9.183673469387756,30,2.797420190064595e-06
-5.102040816326529,-9.183673469387756,35,2.546768201618585e-06
-5.102040816326529,-9.183673469387756,40,2.3114740765880215e-06
-5.102040816326529,-9.183673469387756,45,2.0948523639528622e-06
-5.102040816326529,-9.183673469387756,50,1.8980219295330083e-06
-5.102040816326529,-9.183673469387756,55,1.7207306737837804e-06
-5.102040816326529,-9.183673469387756,60,1.5619344364314254e-06
-5.102040816326529,-9.183673469387756,65,1.4201830102874006e-06
-5.102040816326529,-9.183673469387756,70,1.2938663237476268e-06
-5.102040816326529,-9.183673469387756,75,1.18136409466719e-06
-5.102040816326529,-9.183673469387756,80,1.0811312531287584e-06
-3.0612244897959187,-9.183673469387756,10,3.750004904021194e-06
-3.0612244897959187,-9.183673469387756,15,3.5542543073215853e-06
-3.0612244897959187,-9.183673469387756,20,3.3174910752898732e-06
-3.0612244897959187,-9.183673469387756,25,3.061450410996446e-06
-3.0612244897959187,-9.183673469387756,30,2.802693219943805e-06
-3.0612244897959187,-9.183673469387756,35,2.552345503804796e-06
-3.0612244897959187,-9.183673469387756,40,2.317059412001393e-06
-3.0612244897959187,-9.183673469387756,45,2.1002275469365783e-06
-3.0612244897959187,-9.183673469387756,50,1.9030467510387428e-06
-3.0612244897959187,-9.183673469387756,55,1.7253297067995116e-06
-3.0612244897959187,-9.183673469387756,60,1.56608005831095e-06
-3.0612244897959187,-9.183673469387756,65,1.4238796705795651e-06
-3.0612244897959187,-9.183673469387756,70,1.2971380152251494e-06
-3.0612244897959187,-9.183673469387756,75,1.1842452774622333e-06
-3.0612244897959187,-9.183673469387756,80,1.0836607358560982e-06
-1.0204081632653015,-9.183673469387756,10,3.750607793324566e-06
-1.0204081632653015,-9.183673469387756,15,3.555448789339384e-06
-1.0204081632653015,-9.183673469387756,20,3.319284524400665e-06
-1.0204081632653015,-9.183673469387756,25,3.063737048666978e-06
-1.0204081632653015,-9.183673469387756,30,2.805308766666208e-06
-1.0204081632653015,-9.183673469387756,35,2.555117674963726e-06
-1.0204081632653015,-9.183673469387756,40,2.319840397373082e-06
-1.0204081632653015,-9.183673469387756,45,2.1029076781598244e-06
-1.0204081632653015,-9.183673469387756,50,1.9055549913518153e-06
-1.0204081632653015,-9.183673469387756,55,1.7276273956104909e-06
-1.0204081632653015,-9.183673469387756,60,1.5681525854413748e-06
-1.0204081632653015,-9.183673469387756,65,1.4257286558246366e-06
-1.0204081632653015,-9.183673469387756,70,1.2987750298098644e-06
-1.0204081632653015,-9.183673469387756,75,1.1856872700544783e-06
-1.0204081632653015,-9.183673469387756,80,1.0849269347547763e-06
1.0204081632653086,-9.183673469387756,10,3.7506077933245207e-06
1.0204081632653086,-9.183673469387756,15,3.555448789339334e-06
1.0204081632653086,-9.183673469387756,20,3.3192845244006664e-06
1.0204081632653086,-9.183673469387756,25,3.063737048666934e-06
1.0204081632653086,-9.183673469387756,30,2.8053087666662146e-06
1.0204081632653086,-9.183673469387756,35,2.5551176749637137e-06
1.0204081632653086,-9.183673469387756,40,2.319840397373107e-06
1.0204081632653086,-9.183673469387756,45,2.102907678159791e-06
1.0204081632653086,-9.183673469387756,50,1.9055549913517922e-06
1.0204081632653086,-9.183673469387756,55,1.7276273956105061e-06
1.0204081632653086,-9.183673469387756,60,1.5681525854413894e-06
1.0204081632653086,-9.183673469387756,65,1.4257286558245208e-06
1.0204081632653086,-9.183673469387756,70,1.2987750298099692e-06
1.0204081632653086,-9.183673469387756,75,1.1856872700545133e-06
1.0204081632653086,-9.183673469387756,80,1.084926934754879e-06
3.0612244897959187,-9.183673469387756,10,3.750004904021307e-06
3.0612244897959187,-9.183673469387756,15,3.5542543073216107e-06
3.0612244897959187,-9.183673469387756,20,3.3174910752899914e-06
3.0612244897959187,-9.183673469387756,25,3.0614504109964484e-06
3.0612244897959187,-9.183673469387756,30,2.8026932199438026e-06
3.0612244897959187,-9.183673469387756,35,2.552345503804846e-06
3.0612244897959187,-9.183673469387756,40,2.3170594120014382e-06
3.0612244897959187,-9.183673469387756,45,2.1002275469365957e-06
3.0612244897959187,-9.183673469387756,50,1.9030467510388357e-06
3.0612244897959187,-9.183673469387756,55,1.7253297067995462e-06
3.0612244897959187,-9.183673469387756,60,1.5660800583108768e-06
3.0612244897959187,-9.183673469387756,65,1.4238796705795698e-06
3.0612244897959187,-9.183673469387756,70,1.2971380152252131e-06
3.0612244897959187,-9.183673469387756,75,1.1842452774621967e-06
3.0612244897959187,-9.183673469387756,80,1.0836607358560143e-06
5.102040816326529,-9.183673469387756,10,3.748778158738996e-06
5.102040816326529,-9.183673469387756,15,3.551828779706041e-06
5.102040816326529,-9.183673469387756,20,3.3138580225196917e-06
5.102040816326529,-9.183673469387756,25,3.0568297275521076e-06
5.102040816326529,-9.183673469387756,30,2.797420190064582e-06
5.102040816326529,-9.183673469387756,35,2.546768201618595e-06
5.102040816326529,-9.183673469387756,40,2.3114740765880134e-06
5.102040816326529,-9.183673469387756,45,2.0948523639527996e-06
5.102040816326529,-9.183673469387756,50,1.8980219295330759e-06
5.102040816326529,-9.183673469387756,55,1.7207306737838554e-06
5.102040816326529,-9.183673469387756,60,1.561934436431481e-06
